country,country_name,residence_type,service_type,year,value,population,service_level
TKM,Turkmenistan,urban,Hygiene,2014,97.55893,2572663.80042,Basic service
TKM,Turkmenistan,total,Hygiene,2014,1.07701,57158.78359,Limited service
TKM,Turkmenistan,rural,Hygiene,2014,1.11795,29850.84384,Limited service
TKM,Turkmenistan,urban,Hygiene,2014,1.03555,27307.93976,Limited service
TKM,Turkmenistan,total,Sanitation,2014,3.25648,172827.31976,Limited service
TKM,Turkmenistan,rural,Sanitation,2014,0.97142,25938.48454,Limited service
TKM,Turkmenistan,urban,Sanitation,2014,5.57023,146888.83455,Limited service
TKM,Turkmenistan,total,Drinking water,2014,5.11064,271231.35097,Limited service
TKM,Turkmenistan,rural,Drinking water,2014,1.61518,43127.7741,Limited service
TKM,Turkmenistan,urban,Drinking water,2014,8.65,228103.57584,Limited service
TKM,Turkmenistan,total,Hygiene,2014,3.01921,160235.05684,No handwashing facility
TKM,Turkmenistan,rural,Hygiene,2014,4.61289,123171.23862,No handwashing facility
TKM,Turkmenistan,urban,Hygiene,2014,1.40551,37063.81869,No handwashing facility
TKM,Turkmenistan,total,Sanitation,2014,0.08252,4379.57756,Open defecation
TKM,Turkmenistan,rural,Sanitation,2014,0.14991,4002.85822,Open defecation
TKM,Turkmenistan,urban,Sanitation,2014,0.01429,376.71937,Open defecation
TKM,Turkmenistan,total,Drinking water,2014,84.8821,4504852.71094,Safely managed service
TKM,Turkmenistan,rural,Drinking water,2014,84.04839,2244220.22381,Safely managed service
TKM,Turkmenistan,urban,Drinking water,2014,85.72628,2260632.48689,Safely managed service
TKM,Turkmenistan,total,Drinking water,2014,0.88713,47081.87136,Surface water
TKM,Turkmenistan,rural,Drinking water,2014,1.76327,47081.87162,Surface water
TKM,Turkmenistan,urban,Drinking water,2014,0,0,Surface water
TKM,Turkmenistan,total,Sanitation,2014,0.1707,9059.20415,Unimproved
TKM,Turkmenistan,rural,Sanitation,2014,0.32913,8788.23475,Unimproved
TKM,Turkmenistan,urban,Sanitation,2014,0.01028,270.96945,Unimproved
TKM,Turkmenistan,total,Drinking water,2014,0.17459,9266.07827,Unimproved
TKM,Turkmenistan,rural,Drinking water,2014,0.34702,9266.07832,Unimproved
TKM,Turkmenistan,urban,Drinking water,2014,0,0,Unimproved
TKM,Turkmenistan,total,Sanitation,2015,96.56707,5189033.61816,At least basic
TKM,Turkmenistan,rural,Sanitation,2015,98.70891,2650100.12679,At least basic
TKM,Turkmenistan,urban,Sanitation,2015,94.42841,2538933.49425,At least basic
TKM,Turkmenistan,total,Drinking water,2015,8.30711,446382.49204,Basic service
TKM,Turkmenistan,rural,Drinking water,2015,10.78101,289444.55667,Basic service
TKM,Turkmenistan,urban,Drinking water,2015,5.83686,156937.9387,Basic service
TKM,Turkmenistan,total,Hygiene,2015,97.64792,5247113.03417,Basic service
TKM,Turkmenistan,rural,Hygiene,2015,96.67496,2595493.44341,Basic service
TKM,Turkmenistan,urban,Hygiene,2015,98.61944,2651619.58946,Basic service
TKM,Turkmenistan,total,Hygiene,2015,0.69643,37422.44927,Limited service
TKM,Turkmenistan,rural,Hygiene,2015,0.81123,21779.52431,Limited service
TKM,Turkmenistan,urban,Hygiene,2015,0.58179,15642.92511,Limited service
TKM,Turkmenistan,total,Sanitation,2015,3.274,175928.22757,Limited service
TKM,Turkmenistan,rural,Sanitation,2015,0.97299,26122.59022,Limited service
TKM,Turkmenistan,urban,Sanitation,2015,5.57159,149805.63425,Limited service
TKM,Turkmenistan,total,Drinking water,2015,5.146,276520.38703,Limited service
TKM,Turkmenistan,rural,Drinking water,2015,1.63681,43944.4477,Limited service
TKM,Turkmenistan,urban,Drinking water,2015,8.65,232575.93462,Limited service
TKM,Turkmenistan,total,Hygiene,2015,1.65565,88966.51656,No handwashing facility
TKM,Turkmenistan,rural,Hygiene,2015,2.51381,67489.90377,No handwashing facility
TKM,Turkmenistan,urban,Hygiene,2015,0.79876,21476.61394,No handwashing facility
TKM,Turkmenistan,total,Sanitation,2015,0.04942,2655.68117,Open defecation
TKM,Turkmenistan,rural,Sanitation,2015,0.09892,2655.68124,Open defecation
TKM,Turkmenistan,urban,Sanitation,2015,0,0,Open defecation
TKM,Turkmenistan,total,Drinking water,2015,86.14747,4629136.11064,Safely managed service
TKM,Turkmenistan,rural,Drinking water,2015,86.78274,2329910.8563,Safely managed service
TKM,Turkmenistan,urban,Drinking water,2015,85.51314,2299225.25519,Safely managed service
TKM,Turkmenistan,total,Drinking water,2015,0.31864,17122.21176,Surface water
TKM,Turkmenistan,rural,Drinking water,2015,0.63776,17122.21219,Surface water
TKM,Turkmenistan,urban,Drinking water,2015,0,0,Surface water
TKM,Turkmenistan,total,Sanitation,2015,0.10951,5884.4731,Unimproved
TKM,Turkmenistan,rural,Sanitation,2015,0.21918,5884.47324,Unimproved
TKM,Turkmenistan,urban,Sanitation,2015,0,0,Unimproved
TKM,Turkmenistan,total,Drinking water,2015,0.08078,4340.79852,Unimproved
TKM,Turkmenistan,rural,Drinking water,2015,0.16168,4340.79863,Unimproved
TKM,Turkmenistan,urban,Drinking water,2015,0,0,Unimproved
